Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Modelo_Monetizacao
8277,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,Pay-to-Play
8281,Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.16,0.0,0.0,0.01,0.17,Híbrido
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,Híbrido
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17,Híbrido
8286,Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,Híbrido
8287,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,Híbrido
8289,MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0.0,0.02,0.17,Híbrido
8290,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,Híbrido
8293,Backyard NFL Football '09,PS2,2008,Sports,Atari,0.08,0.07,0.0,0.02,0.17,Híbrido
8294,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0.0,0.02,0.17,Híbrido
8296,Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,Pay-to-Play
8298,Backyard Baseball '10,PS2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17,Híbrido
8299,Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0.0,0.0,0.16,0.01,0.17,Híbrido
8300,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,Híbrido
8301,Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,Híbrido
8302,N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,0.06,0.07,0.04,0.01,0.17,Pay-to-Play
8303,The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,Pay-to-Play
8304,RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,Híbrido
8305,Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,Híbrido
8306,.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Híbrido
8307,Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17,Híbrido
8313,Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,Híbrido
8316,Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17,Híbrido
8317,The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17,Híbrido
8321,Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,Híbrido
8322,Bee Movie Game,X360,2007,Action,Activision,0.16,0.0,0.0,0.01,0.17,Híbrido
8323,Backyard NFL Football '10,Wii,2009,Sports,Atari,0.16,0.0,0.0,0.01,0.17,Híbrido
8324,Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,Híbrido
8325,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,Híbrido
8326,Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,Pay-to-Play
8330,Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.07,0.0,0.02,0.17,Híbrido
8331,Glover,PS,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.17,Híbrido
8333,Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,Híbrido
8334,Bratz Kidz,Wii,2008,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17,Híbrido
8335,Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,Híbrido
8337,MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,Híbrido
8342,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,Híbrido
8344,Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17,Híbrido
8346,Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,Híbrido
8347,Major League Baseball 2K9,PS2,2009,Sports,Spike,0.08,0.06,0.0,0.02,0.17,Híbrido
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17,Híbrido
8350,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17,Híbrido
8352,Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,Híbrido
8354,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,Híbrido
8355,Family Feud Decades,Wii,2010,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17,Híbrido
8356,NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17,Híbrido
8357,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,Híbrido
8359,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Híbrido
8362,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,Híbrido
8363,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,Híbrido
8364,Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,Híbrido
8365,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,Pay-to-Play
8366,Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17,Híbrido
8367,Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0.0,0.01,0.17,Híbrido
8368,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,Híbrido
8369,Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17,Híbrido
8371,Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17,Híbrido
8372,Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,Híbrido
8374,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,Híbrido
8375,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0.0,0.01,0.17,Híbrido
8376,Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,Híbrido
8377,Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,Híbrido
8379,MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17,Híbrido
8381,Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.17,Híbrido
8382,G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,Híbrido
8384,Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Híbrido
8386,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,Híbrido
8387,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,Pay-to-Play
8388,Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,Híbrido
8389,NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,Híbrido
8390,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,Híbrido
8392,State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,Híbrido
8394,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17,Híbrido
8395,Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.15,0.01,0.0,0.01,0.17,Híbrido
8396,Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,Híbrido
8397,The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0.0,0.02,0.17,Híbrido
8399,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,Híbrido
8400,Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,0.09,0.06,0.0,0.01,0.17,Híbrido
8401,Surf's Up,Wii,2007,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,Híbrido
8402,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Híbrido
8404,I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,Híbrido
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,Híbrido
8408,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,Híbrido
8409,Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,Híbrido
8410,RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,Híbrido
8411,Valkyria Chronicles,PS4,2016,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17,Híbrido
8412,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,Híbrido
8413,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,Híbrido
8415,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,Híbrido
8416,Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,Híbrido
8417,Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,Híbrido
8419,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17,Híbrido
8420,Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17,Híbrido
8430,Payday 2,XOne,2015,Shooter,505 Games,0.08,0.07,0.0,0.01,0.17,Híbrido
8431,25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,Híbrido
8433,NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,Híbrido
8435,Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17,Híbrido
8436,Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0.0,0.02,0.17,Híbrido
8438,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,Híbrido
8440,Klonoa,Wii,2008,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,Híbrido
8442,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,Pay-to-Play
8445,Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.02,0.17,Híbrido
8447,Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.04,0.0,0.01,0.17,Híbrido
8449,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Híbrido
8450,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17,Híbrido
8453,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,Híbrido
8454,Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17,Híbrido
8455,FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,Híbrido
8457,NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,Híbrido
8458,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0.0,0.02,0.17,Híbrido
8463,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,Híbrido
8464,Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,Free-to-Play
8465,Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0.0,0.02,0.16,Híbrido
8467,Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,Híbrido
8468,MLB 16: The Show,PS3,2016,Action,Sony Computer Entertainment,0.13,0.0,0.0,0.03,0.16,Pay-to-Play
8470,Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0.0,0.02,0.16,Híbrido
8471,PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,Pay-to-Play
8472,Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,Híbrido
8473,Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,Híbrido
8475,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16,Híbrido
8476,Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0.0,0.0,0.01,0.16,Híbrido
8477,Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,Híbrido
8478,Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,Híbrido
8479,World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,Pay-to-Play
8484,Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.08,0.06,0.0,0.02,0.16,Híbrido
8485,Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,Híbrido
8487,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,Híbrido
8488,ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0.0,0.02,0.16,Híbrido
8489,Thor: God of Thunder,Wii,2011,Action,Sega,0.11,0.04,0.0,0.01,0.16,Híbrido
8490,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,Híbrido
8493,Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8497,Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,Híbrido
8498,Bomberman Land,PS,2000,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,Híbrido
8500,Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,Híbrido
8501,Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.03,0.11,0.01,0.16,Híbrido
8503,Monster Jam,Wii,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.16,Híbrido
8504,Medieval Games,Wii,2009,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,Híbrido
8505,Stronghold 3,PC,2011,Strategy,,0.06,0.1,0.0,0.0,0.16,Híbrido
8506,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.11,0.04,0.0,0.01,0.16,Híbrido
8507,Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.11,0.04,0.0,0.01,0.16,Híbrido
8508,Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,Híbrido
8511,Godzilla Unleashed,Wii,2007,Fighting,Atari,0.15,0.0,0.0,0.01,0.16,Híbrido
8512,Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,Híbrido
8515,Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,Híbrido
8516,King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,Pay-to-Play
8519,World Stadium 4,PS,2000,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,Híbrido
8523,Kawa no Nushi Tsuri,PS,1998,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,Híbrido
8524,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,Híbrido
8525,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,Híbrido
8526,Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,Híbrido
8527,Dancing With The Stars,PS2,2007,Misc,Activision,0.08,0.06,0.0,0.02,0.16,Híbrido
8528,Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,Híbrido
8529,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.01,0.16,Híbrido
8530,Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,Híbrido
8534,Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0.0,0.01,0.16,Híbrido
8535,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.15,0.0,0.0,0.01,0.16,Híbrido
8537,NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0.0,0.0,0.01,0.16,Híbrido
8538,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,Híbrido
8539,Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8540,Dr. Muto,PS2,2002,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8541,Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,Híbrido
8544,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,Híbrido
8545,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,Híbrido
8546,Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0.0,0.02,0.16,Híbrido
8547,Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,Híbrido
8548,Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,Híbrido
8550,NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,Híbrido
8551,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,Híbrido
8552,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.08,0.06,0.0,0.02,0.16,Híbrido
8556,The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,Híbrido
8560,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16,Híbrido
8561,Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,Híbrido
8562,Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,Híbrido
8563,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0.0,0.0,0.01,0.16,Híbrido
8565,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8567,TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0.0,0.01,0.16,Híbrido
8568,Intellivision Lives!,PS2,2003,Misc,Play It,0.08,0.06,0.0,0.02,0.16,Híbrido
8571,Little League World Series Baseball 2009,Wii,2009,Sports,Activision,0.15,0.0,0.0,0.01,0.16,Híbrido
8572,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,Híbrido
8574,Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,Híbrido
8578,Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,Híbrido
8580,NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,Híbrido
8582,Power Stakes,PS,1997,Sports,Aques,0.0,0.0,0.15,0.01,0.16,Híbrido
8595,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,Híbrido
8600,The Crew,PC,2014,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,Híbrido
8602,Black & Bruised,PS2,2003,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8603,Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01,0.16,Híbrido
8604,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,Híbrido
8605,Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,Híbrido
8606,TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0.01,0.0,0.01,0.16,Híbrido
8607,Blitz: The League,X360,2006,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,Híbrido
8609,MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft,0.08,0.06,0.0,0.03,0.16,Híbrido
8612,Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.04,0.16,Híbrido
8613,Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,Híbrido
8616,Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,Híbrido
8618,Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,Híbrido
8620,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,Híbrido
8623,Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,Híbrido
8624,Family Party: 30 Great Games Outdoor Fun,Wii,2009,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,Híbrido
8625,FlatOut 2,PS2,2006,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,Híbrido
8627,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,Híbrido
8629,Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.16,Híbrido
8630,NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,Pay-to-Play
8631,Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.15,0.0,0.0,0.01,0.16,Híbrido
8632,Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0.0,0.01,0.16,Híbrido
8634,Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0.0,0.09,0.01,0.16,Híbrido
8635,J-League Jikkyou Winning Eleven 2000,PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,Híbrido
8638,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,Híbrido
8642,Blitz: The League II,PS3,2008,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16,Híbrido
8644,Racing Lagoon,PS,1999,Racing,Square,0.0,0.0,0.15,0.01,0.16,Híbrido
8649,Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0.15,0.0,0.0,0.01,0.16,Híbrido
8650,Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.1,0.04,0.0,0.01,0.16,Híbrido
8653,Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,Híbrido
8654,Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,Híbrido
8656,Rio,PS3,2011,Misc,THQ,0.04,0.09,0.0,0.03,0.16,Híbrido
8658,Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16,Híbrido
8659,Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,Híbrido
8660,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,Híbrido
8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,Híbrido
8662,FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,Híbrido
8663,Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.16,Híbrido
8664,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,Híbrido
8665,Trigger Man,PS2,2004,Shooter,Play It,0.08,0.06,0.0,0.02,0.16,Híbrido
8668,The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,Híbrido
8669,StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16,Pay-to-Play
8673,Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0.0,0.01,0.16,Híbrido
8674,Backyard Sports: Sandlot Sluggers,Wii,2010,Sports,Atari,0.15,0.0,0.0,0.01,0.16,Híbrido
